"id","hash","date","time","median_time","size","stripped_size","weight","version","version_hex","version_bits","merkle_root","nonce","bits","difficulty","chainwork","coinbase_data_hex","transaction_count","witness_count","input_count","output_count","input_total","input_total_usd","output_total","output_total_usd","fee_total","fee_total_usd","fee_per_kb","fee_per_kb_usd","fee_per_kwu","fee_per_kwu_usd","cdd_total","generation","generation_usd","reward","reward_usd","guessed_miner"
"628927","0000000000000000000709ac2bc81d60bb29f55f77539ac3ed363cd229f4a825","2020-05-04","2020-05-04 18:04:19","2020-05-04 17:30:48","1198510","931569","3993217","541065216","20400000","100000010000000000000000000000","24617ad31d54572c30e4e2ce1f07609de725c31a6ce60f596fd5603b14f7055b","489142133","387031859","15958652328578","00000000000000000000000000000000000000000f24a7188500e30413915880","03bf980941d7ac1649c7f0d941d7ac1648fd8ab52f315448617368263538434f494e2ffabe6d6db0f58695cb6c242f62cadf34bbd25ecaf9e74ef3b18a2c32dc333231993bc2588000000000000000c900de49e28c010000000000","1958","843","6131","4841","527159217076","46878400","528409217076","46989600","67147958","5971.23","56044.4","4.98383","16821.6","1.49589","7591.9259911996","1250000000","111158","1317147958","117129","1THash&58COIN"
"628926","0000000000000000000e0bbfc81412e8cf478dc79f5320d6ce02b28110f64820","2020-05-04","2020-05-04 17:58:32","2020-05-04 17:09:35","1194160","933082","3993406","545259520","20800000","100000100000000000000000000000","f938e4305d6f6bad6bb0347e645c9aeb9e4652b4d2890a4ecb7b3b7d3329780b","2271992876","387031859","15958652328578","00000000000000000000000000000000000000000f249894ccaf903054ab6dec","03be980904cb57b05e2f706f6f6c696e2e636f6d2ffabe6d6d1ba2abfecf76bc3db647bd5aaad6c045cdbbd6d2a744dedea253010aa04dcd0501000000000000008a8265170ff6739c40cd233f9e56392f0fec9c2ccd001069000000000000","3049","832","5737","6388","337142327857","29980900","338392327857","30092000","50485475","4489.5","42292.7","3.76095","12647.5","1.1247","21868.714109871","1250000000","111158","1300485475","115648","Poolin"
"628925","00000000000000000009c6c4ddc5a6dea1339b12c1630d52332df5a17b492775","2020-05-04","2020-05-04 17:58:25","2020-05-04 17:02:37","1237795","918594","3993577","536870912","20000000","100000000000000000000000000000","0d6def4678a21e564e51959d53030333ae034a94bb9f78ec771b647b66289eaa","2324130301","387031859","15958652328578","00000000000000000000000000000000000000000f248a11145e3d5c95c58358","03bd980904aa57b05e2f706f6f6c696e2e636f6d2ffabe6d6d3b72ec8a2bfbcf2c102480372002c123a585f72b613cdb456d3b5d7eb8de94e00100000000000000ab60902024a2c28c8368bb34bfb5eea0102410b94500db8a000000000000","2942","1267","5779","6658","1077835198780","95848100","1079085198780","95959300","68706282","6109.81","55527","4.93782","17211.4","1.53055","10470.072224861","1250000000","111158","1318706282","117268","Poolin"
"628924","00000000000000000001e88a21187b1bc4dbf4e441f7c296ef2b6753b4a3314f","2020-05-04","2020-05-04 17:52:19","2020-05-04 16:57:20","1318106","891739","3993323","536870912","20000000","100000000000000000000000000000","463ea19ca9834d1ee5a2a98638b2af2d6bdc39ef1991de1eeeef98ff7c85fb77","104242135","387031859","15958652328578","00000000000000000000000000000000000000000f247b8d5c0cea88d6df98c4","03bc9809044556b05e626a30332f4254432e434f4d2ffabe6d6dc83f279dd52fbf54f6a1fbd9a18a4d0695f576da37d8bc875c85ea4d7259176d080000007296cd100bfdc70b00007c7a2b290000","2338","1028","6234","4847","277536057686","24680300","278786057686","24791500","65504320","5825.07","49711.8","4.4207","16410","1.45928","46112.057193354","1250000000","111158","1315504320","116983","BTC.com"
"628923","000000000000000000084f804ea082b426979060213dd54423df46bfdcda3bc1","2020-05-04","2020-05-04 17:50:05","2020-05-04 16:48:44","1241706","917161","3993189","536870912","20000000","100000000000000000000000000000","a8cf293fa4955de9421d43a5961c75addc5d561e0472de181d78c90ba400d832","560310638","387031859","15958652328578","00000000000000000000000000000000000000000f246d09a3bb97b517f9ae30","03bb98091a4d696e656420627920416e74506f6f6c34ae00010220d0d9f13ffabe6d6d0cb914ae11c78d8dd939d1fdd5932bfeb48376186b6b3398d0f583441b52499d0400000000000000d8f0110077a50200","2885","1446","5305","8984","1200009548689","106713000","1201259548689","106824000","84990046","7557.87","68467.2","6.08855","21291.3","1.89336","29430.817302757","1250000000","111158","1334990046","118716","AntPool"
"628922","0000000000000000000bcc9cc1b6d3cbc1745d234e1f3d17b50c59083cec631f","2020-05-04","2020-05-04 17:30:48","2020-05-04 16:36:23","1289787","901137","3993198","536870912","20000000","100000000000000000000000000000","73c3e6f55c152620277f979303a31e8fc81471c119b5a73950ce488bb4965a9e","2046354479","387031859","15958652328578","00000000000000000000000000000000000000000f245e85eb6a44e15913c39c","03ba9809044951b05e485a2f48756f42692ffabe6d6d2d5cd7ed0b1076b9067f10319ac765d031da66fb4d136234883bf0b7f65b35f208000000352a0978196bd88b4848040000000000","2902","1559","5263","9290","1050044851315","93376800","1051294851315","93488000","91268308","8116.17","70782.7","6.29446","22863.8","2.0332","16386.323290576","1250000000","111158","1341268308","119274","Huobi"
"628921","00000000000000000006f6c1d7c0793f459ac54891a7660fbeb52a182a7423f8","2020-05-04","2020-05-04 17:09:35","2020-05-04 16:34:52","1196742","933927","3998523","541065216","20400000","100000010000000000000000000000","31849d4722b943a5fdad4bbb0fca2b43f92b937a41e0c3e87dbd54f542469335","1233285379","387031859","15958652328578","00000000000000000000000000000000000000000f2450023318f20d9a2dd908","03b998092cfabe6d6d9e93feddce22e2bfcace5a845f8a89fa5c636af3eebf605a9d544bbb3c22243b10000000f09f909f082f4632506f6f6c2f134d696e65642062792076616869646b68686868000000000000000000000000000000000500d9cb0000","2500","983","6000","5686","460848222606","40981600","462098222606","41092800","69196741","6153.42","57843.2","5.14379","17313.1","1.53959","54339.813529379","1250000000","111158","1319196741","117312","F2Pool"
"628920","00000000000000000005951e222ef5dd27cd2e66208ac57da84a7fae1201f535","2020-05-04","2020-05-04 17:02:37","2020-05-04 15:41:10","1230417","921049","3993564","536870912","20000000","100000000000000000000000000000","55bec69b06e66f928881cd6c629dfc190ce21113469127d4f54a7f153a7acc08","3923067725","387031859","15958652328578","00000000000000000000000000000000000000000f24417e7ac79f39db47ee74","03b8980904ae4ab05e652f4254432e434f4d2ffabe6d6d19e28dc46004ccaf568b8760f22129dda6d9a73fb0f623a9540aaf17f8257b4808000000ceeed33d3007f02110e4000000000000","2769","1080","5994","6689","642649414910","57148600","643899414910","57259700","70002188","6225.05","56912.6","5.06104","17535.7","1.55939","9527.5409615712","1250000000","111158","1320002188","117383","BTC.com"
"628919","0000000000000000000c0e0f1aac6b00868a220f35689f0ecabdca4e2e2e3dda","2020-05-04","2020-05-04 16:57:20","2020-05-04 15:39:21","1210941","927441","3993264","536928256","2000e000","100000000000001110000000000000","96f09e17ceeb49484d211cadbf48eade20986096e5e47bcd06c04948554fd027","1945757640","387031859","15958652328578","00000000000000000000000000000000000000000f2432fac2764c661c6203e0","03b79809046e49b05e2f706f6f6c696e2e636f6d2ffabe6d6dbb7b708eeb60b1432a79312f5ea3d295712c7e7aa8f6de0be34c3961543dadb1010000000000000066aa458e2d3a21f7adda3fd95684a1a411eff1f96e005c03010000000000","3029","1284","5080","8960","931422720020","82828200","932672720020","82939300","78004382","6936.66","64440","5.73043","19542.2","1.73782","7828.0297401853","1250000000","111158","1328004382","118095","Poolin"
"628918","0000000000000000000f519c17fb459d480cd42c48c0331b82a42e6a9494d5d9","2020-05-04","2020-05-04 16:48:44","2020-05-04 15:30:43","1365801","875834","3993303","545259520","20800000","100000100000000000000000000000","7e442d38de48e43b4ba8390f4cf7623df64158aaef375d26e21c971f067370a5","3067704513","387031859","15958652328578","00000000000000000000000000000000000000000f2424770a24f9925d7c194c","03b69809046c47b05e485a2f48756f42692ffabe6d6d316ac2329952912803717b8fa12e41b642cdce2325696cce753042de5209d41e08000000352a09780c90bb2baa92030000000000","2761","1396","5581","8156","872437178552","77582800","873687178552","77693900","80943205","7198","59280.4","5.2716","20276.7","1.80314","9157.4442694098","1250000000","111158","1330943205","118356","Huobi"
"628917","000000000000000000030f0819053961a26cdce85711e48bc92d111dd8097d84","2020-05-04","2020-05-04 16:36:23","2020-05-04 15:28:52","1302063","897076","3993291","549453824","20c00000","100000110000000000000000000000","527846de51c25ad79abeb96261e936e2b76e1e6a3f8169dd494349aff4993cae","2262763581","387031859","15958652328578","00000000000000000000000000000000000000000f2415f351d3a6be9e962eb8","03b598091b4d696e656420627920416e74506f6f6c3832ae00ab0320b69178ddfabe6d6dae921532c9522d1de6f27875ee34633a9cf1534bfac0f1a5e05ea52e0b69bedf040000000000000013110000954f0300","2718","1253","5847","7556","702332599530","62456000","703582599530","62567100","78430169","6974.52","60253","5.35809","19647.5","1.74718","3869.5925219095","1250000000","111158","1328430169","118133","AntPool"
"628916","000000000000000000060bd745b92e67a0934ccd73d5246ca2886259f31d7485","2020-05-04","2020-05-04 16:34:52","2020-05-04 15:19:59","1269008","907997","3992999","536870912","20000000","100000000000000000000000000000","f054fbe596ba4153e4bfb2ee2dcd0cdf5bc0b1b014e4062a58233e81b52f2efa","1636929596","387031859","15958652328578","00000000000000000000000000000000000000000f24076f998253eadfb04424","03b49809fabe6d6d8f1fb42a7974c6c0969123f42a04bf9dfd2c2bbd73416a5b41261b1f31281b5b01000000000000006465050870eb489b2d0100fd6e282f736c7573682f","3312","1485","5357","8781","1598446726098","142144000","1599696726098","142255000","116870593","10392.9","92123.1","8.19219","29279","2.60368","18213.312447269","1250000000","111158","1366870593","121551","SlushPool"
"628915","000000000000000000028ffd4b07c22fc41e19b70e64df158dcc7892e60d1f8c","2020-05-04","2020-05-04 15:41:10","2020-05-04 15:12:52","1302524","896933","3993323","541065216","20400000","100000010000000000000000000000","da58ae2a801d0a25ad5f89b5607ae800c8bfb74d5d7077e51fa20366b66ceb62","3280694104","387031859","15958652328578","00000000000000000000000000000000000000000f23f8ebe131011720ca5990","03b398091c2f5669614254432f4d696e656420627920696e76657374636d67312f2cfabe6d6dc54f6bdb525085041f0dc6224761e4f8cf2d008f1ee825b9440e6af92ece710110000000000000001010503608f546b258240e6746a44d0000","1322","644","6687","4578","115925698629","10308900","117175698629","10420000","17553894","1561.01","13480.9","1.19881","4397.45","0.391049","9901.687271123","1250000000","111158","1267553894","112719","ViaBTC"
"628914","0000000000000000000ee887ce364e23a9c05c240a7f0d9c6c8663468d337fc1","2020-05-04","2020-05-04 15:39:21","2020-05-04 15:04:54","1283895","903219","3993552","805298176","2fffe000","101111111111111110000000000000","be809e0cc2157a543f0811627e710ca8731a8331b7709c07708ab05de9c0452a","572124608","387031859","15958652328578","00000000000000000000000000000000000000000f23ea6828dfae4361e46efc","03b29809042a37b05e626a2f4d696e696e67436974792ffabe6d6d09e1d642de114de3395a7ae4e9df6b644a3bafbe9be8a03c09ce57468e68d65c080000007296cd102400003d57eb330000000000","2681","1255","6025","6856","709060263183","63054300","710310263183","63165400","47119020","4190.13","36712.3","3.2647","11803.5","1.04965","9626.2127074136","1250000000","111158","1297119020","115348","Unknown"
"628913","00000000000000000009b8ad57c2d22afafdeb0a4beea67dca0c35673650e6d9","2020-05-04","2020-05-04 15:30:43","2020-05-04 14:56:53","1190085","934422","3993351","536870912","20000000","100000000000000000000000000000","4572487e28f70398f5465bc486ae0f495e838aae1478a884ecd7017d2b7c0068","3246667342","387031859","15958652328578","00000000000000000000000000000000000000000f23dbe4708e5b6fa2fe8468","03b198091d2f5669614254432f4d696e656420627920686976656c6163687574652f2cfabe6d6d7c85180b1ca75a34882d5a38c96771bde7c444f80bcd2cb442bc90d247f2c14e100000000000000010ee4fa00f6b11a78d7115307c9ee50000","2762","937","6015","5693","194196242563","17269200","195446242563","17380400","16109908","1432.6","13541.3","1.20418","4035.69","0.35888","20314.296878511","1250000000","111158","1266109908","112591","ViaBTC"
"628912","0000000000000000000cde1a99e3091b2025d48f082008f7c3e155616a358ac8","2020-05-04","2020-05-04 15:28:52","2020-05-04 14:46:07","1224854","922817","3993305","1073733632","3fffe000","111111111111111110000000000000","e3e894b134597497cfd13fbff62c34602808185e0a760f1d1c2e0d0547a1882a","195532856","387031859","15958652328578","00000000000000000000000000000000000000000f23cd60b83d089be41899d4","03b09809fabe6d6d72d360bfe389a0e9be1e62ce1af6195f35835cae83cdf580b9e723a50e4a1b2f010000000000000016650600374132251401000000000053a8afbe022f736c7573682f","2881","1159","5725","7012","617854012910","54943600","619104012910","55054800","42034548","3737.99","34328.6","3.05272","10530","0.936393","45786.159012466","1250000000","111158","1292034548","114896","SlushPool"
"628911","000000000000000000005d80d86f215d33c0a40431995b34a70b99e10c051b66","2020-05-04","2020-05-04 15:19:59","2020-05-04 14:42:09","1237831","918496","3993319","536870912","20000000","100000000000000000000000000000","5ac3290f99256c0b6e14b8e5312bd5cb116f32745926ea8b36aba46d215deff2","3803715207","387031859","15958652328578","00000000000000000000000000000000000000000f23bedcffebb5c82532af40","03af980941d7ac0ca8ecdc6741d7ac0ca7e88fef2f315448617368263538434f494e2ffabe6d6d693006a3b27cfe4d7025ce319595f8a252af2aee2beaaeba478aabe7ade617508000000000000000d300809c626e000000000000","2937","1256","5629","6866","546319535583","48582300","547569535583","48693400","43291628","3849.77","34984.8","3.11107","10844.9","0.964403","15527.180548593","1250000000","111158","1293291628","115008","1THash&58COIN"
"628910","0000000000000000001196b895e7e53e3373b367780455def39f09e52a353e6c","2020-05-04","2020-05-04 15:12:52","2020-05-04 14:36:26","1210248","927596","3993036","549453824","20c00000","100000110000000000000000000000","fa8d0784a3013282b2ab22819c5c8a7dfe6cc5f2daed22e77615377fdfb9ddb8","2869690949","387031859","15958652328578","00000000000000000000000000000000000000000f23b059479a62f4664cc4ac","03ae98091b4d696e656420627920416e74506f6f6c32344e0047022098b2cfa3fabe6d6d8a548d232394ea27711d17b22f77605d1b7990540100615b89ba0ccbd1dd634f04000000000000008f4e100054e50200","2504","1068","5808","6316","447250058730","39772400","448500058730","39883500","44216077","3931.98","36546.3","3.24993","11077.2","0.98506","6355.7102734185","1250000000","111158","1294216077","115090","AntPool"
"628909","0000000000000000000dde5263df1613829d9b576ae72f04e82877b2b6fae783","2020-05-04","2020-05-04 15:04:54","2020-05-04 14:35:16","1230798","920734","3993000","671080448","27ffe000","100111111111111110000000000000","bfa77cb6a78ef46cad9b6fcb7853ab3f0c7759de681c1604780024e386fd49fe","3677382852","387031859","15958652328578","00000000000000000000000000000000000000000f23a1d58f491020a766da18","03ad980941d7ac0bc5eff5e841d7ac0bc5a5d0b72f48756f62692ffabe6d6d1e835be2cc9f3ed64f7235334403c94a876c2681a926fa3dae3eb778260509d88000000000000000d60099904d0f340000000000","2792","1125","5684","7362","518392304637","46098800","519642304637","46210000","47622696","4234.92","38704.5","3.44186","11930.8","1.06096","12019.765805043","1250000000","111158","1297622696","115393","Huobi"
"628908","0000000000000000000d71297a1d7ad0c4f1aff5aeb4cec2525305ba5f34d3f3","2020-05-04","2020-05-04 14:56:53","2020-05-04 14:31:34","1254421","912987","3993382","536870912","20000000","100000000000000000000000000000","b6045cd1314827e3e8d2279f9e619b61444fbc7100bcd472f381dce57be9a409","1370954984","387031859","15958652328578","00000000000000000000000000000000000000000f239351d6f7bd4ce880ef84","03ac98091c4d696e656420627920416e74506f6f6c31333285012d012092fc4e12fabe6d6d1d3ff02178b641c7604989d323947523bb086701c3f3dd802c101866e939ed1204000000000000000bf3000089575b00","2681","1388","5570","7641","810922203738","72112500","812172203738","72223600","61534476","5472.05","49069.1","4.36354","15414.6","1.37077","40638.808973347","1250000000","111158","1311534476","116630","AntPool"
"628907","0000000000000000000018b1d56c6ccbc8ff2d65354608a48117f4baa88bb0a8","2020-05-04","2020-05-04 14:46:07","2020-05-04 14:09:31","1160134","944413","3993373","1073733632","3fffe000","111111111111111110000000000000","944efa03af7df34e2cdcfdc7cd8d82e607ba7f1ee196b503694c4869bbe898dd","2727314349","387031859","15958652328578","00000000000000000000000000000000000000000f2384ce1ea66a79299b04f0","03ab9809049a2ab05e2f706f6f6c696e2e636f6d2ffabe6d6db6d23beb898245c5c35a5fe5b69e72d1aa534b7d768f6b517bd653f242f230c401000000000000009a66387990395d6986f68523b4abcb48113ea8be98002b6a000000000000","2805","882","5667","6188","581432000831","51704700","582682000831","51815900","22599650","2009.71","19487.7","1.73297","5661.66","0.503472","32376.687055327","1250000000","111158","1272599650","113168","Poolin"
"628906","0000000000000000001140572e603f5cf5977104e5255304797db5c1d0a94271","2020-05-04","2020-05-04 14:42:09","2020-05-04 14:06:39","1256277","912250","3993027","538968064","20200000","100000001000000000000000000000","3513982c1c1837d374882b884b30e39ff8c0a09206e9b4901fe309e694ea654e","872010286","387031859","15958652328578","00000000000000000000000000000000000000000f23764a665517a56ab51a5c","03aa980941d7ac0a70ca667d41d7ac0a7061ae852f4254432e544f502f5355422ffabe6d6d110a29b13aa9c807a5d32c1ebddc9ccbf7069c3a2bb07b23f82982631e9486298000000000000000c9009d968917010000000000","2572","956","5852","7113","487723975037","43371600","488973975037","43482700","38643974","3436.47","30770.2","2.73629","9681.36","0.860929","17283.594211449","1250000000","111158","1288643974","114595","BTC.TOP"
"628905","00000000000000000001a4b7c871c3549bde865c2076a2e52f75148523bd0a5a","2020-05-04","2020-05-04 14:36:26","2020-05-04 14:06:24","1159886","944533","3993485","549453824","20c00000","100000110000000000000000000000","ff87d29f489aa1f5d849888d4fe8bb6403004699b4385a3faeea1946f5f3e39c","2764223276","387031859","15958652328578","00000000000000000000000000000000000000000f2367c6ae03c4d1abcf2fc8","03a99809046a28b05e455530322f4254432e434f4d2ffabe6d6da3b7d01d538392cf74099e6e426c63253aac6b5716cea140f99af7479bbe2216020000004204cb9a19be5da3a1fa000000000000","2060","515","5673","6633","187780889754","16698700","189030889754","16809900","19405049","1725.62","16736.3","1.4883","4861.11","0.432282","18375.145000888","1250000000","111158","1269405049","112884","BTC.com"
"628904","0000000000000000000462c2c5d8a2edf024dc122484d633c464977a09b7f9b8","2020-05-04","2020-05-04 14:35:16","2020-05-04 13:53:25","1365800","875729","3992987","541065216","20400000","100000010000000000000000000000","6439c0533ba3ad969c3f3625ad2bc1d0c4113ebc16b27ca351420a8298051873","3302960916","387031859","15958652328578","00000000000000000000000000000000000000000f235942f5b271fdece94534","03a898091c4d696e656420627920416e74506f6f6c31303985000b01208b401514fabe6d6dbeae35d1c427d0e8e576d901cb404c096936b9a6fbe188347e462e307f01347e04000000000000003f5a0000f9410300","2542","1256","6192","5800","1188550113964","105694000","1189800113964","105805000","54011873","4803.09","39557.1","3.51767","13531.5","1.20331","21131.429618892","1250000000","111158","1304011873","115961","AntPool"
"628903","00000000000000000001fa5ace47e2b0eed4b43edf12f6a013f9c7fc7e1b0ca7","2020-05-04","2020-05-04 14:31:34","2020-05-04 13:52:31","1258932","913195","3998517","536870912","20000000","100000000000000000000000000000","e014e89cb3ea9fb1ff722b61af8a3fde9fc3eac22400c46d7eda868d3efbe3ed","2534307096","387031859","15958652328578","00000000000000000000000000000000000000000f234abf3d611f2a2e035aa0","03a798092cfabe6d6db8ea0c76fe7498150118c53e61df5b92413a55567b65f7c9ca46ffc60da0bea210000000f09f909f082f4632506f6f6c2f144d696e65642062792077616e6763687579696e6700000000000000000000000000000005003f480200","2707","1383","5320","8743","1491370069283","132622000","1492620069283","132733000","88819726","7898.43","70577.4","6.2762","22222.8","1.9762","22001.09165841","1250000000","111158","1338819726","119057","F2Pool"
"628902","0000000000000000000b60131ad8d463c5779fbbbce6ea5609b24e2d2e6fff95","2020-05-04","2020-05-04 14:09:31","2020-05-04 13:47:29","1147708","948532","3993304","536870912","20000000","100000000000000000000000000000","becc9cb200b730d181fd2292b9960cadf0ee5d4b4649003977754941befd1570","2832582084","387031859","15958652328578","00000000000000000000000000000000000000000f233c3b850fcc566f1d700c","03a698091a4d696e656420627920416e74506f6f6c68fd01550120820aec5bfabe6d6dc1c88a3e4f90c040fc21bc53278f454d9dcd8e637baa9d2914ae21cf3f49d8ba040000000000000033bf3e00b9370300","2590","686","5781","5793","286846638102","25508300","288096638102","25619400","28490571","2533.57","24832.1","2.20823","7137.12","0.634679","13095.03278534","1250000000","111158","1278490571","113692","AntPool"
"628901","000000000000000000070e0dd1b7880e9ef0daabeb000042cfb37f2d95184fe4","2020-05-04","2020-05-04 14:06:39","2020-05-04 13:20:40","1248205","915047","3993346","671080448","27ffe000","100111111111111110000000000000","a4c183d11b0ecb737f28be065ca20bf837a9127d4373e0347f6b1d7d8ea809e6","1625293837","387031859","15958652328578","00000000000000000000000000000000000000000f232db7ccbe7982b0378578","03a5980941d7ac085ce364f041d7ac085bdf2e1f2f315448617368263538434f494e2ffabe6d6d0dbc417faea1f1f4b298c727ea512a050821923f72915f42312a313565c9236a8000000000000000794c3cdbde46aa5ece0f0200","2808","1152","6133","6143","278724326470","24786000","279974326470","24897100","41351092","3677.21","33138.8","2.94692","10358.8","0.921168","12180.918435005","1250000000","111158","1291351092","114835","1THash&58COIN"
"628900","00000000000000000006d2032710dc7c9e96b7c780e932265829d959a4407a56","2020-05-04","2020-05-04 14:06:24","2020-05-04 13:11:29","1306509","895635","3993414","536870912","20000000","100000000000000000000000000000","ae656c8216e6358e8ac4b69fb0f625ce56b00bfae32a5a6629da320924c02d45","2060046208","387031859","15958652328578","00000000000000000000000000000000000000000f231f34146d26aef1519ae4","03a4980941d7ac08590eadce41d7ac085818ee182f315448617368263538434f494e2ffabe6d6d290fb16e5e69ce8ae0bb81a27045b780fe727c2cdce0b90b75bec60d90e8c51e8000000000000000dd0036bb0275450000000000","1945","1042","6364","5624","1579969056979","140501000","1581219056979","140612000","77533689","6894.8","59361.8","5.27884","19422.4","1.72717","33185.160932054","1250000000","111158","1327533689","118053","1THash&58COIN"
"628899","000000000000000000015bc396c1c6fd4ac0a88655895e54087219ff3107bbfe","2020-05-04","2020-05-04 13:53:25","2020-05-04 13:06:18","1277493","906950","3998343","1073733632","3fffe000","111111111111111110000000000000","e5fe9d5eda4ea3dbde22b5e81b8b341408b0ffc9f16b7e6930fe7dd260cd9571","468880942","387031859","15958652328578","00000000000000000000000000000000000000000f2310b05c1bd3db326bb050","03a398092cfabe6d6da40bc92a2b6272d8deadf3077b6befc0bad305c5768e52b2e52cf7839bf1b63c10000000f09f909f082f4632506f6f6c2f0f4d696e656420627920646f776167630000000000000000000000000000000000000000050097080000","2339","1376","5939","6264","758662641310","67465200","759912641310","67576400","62437074","5552.31","48892.3","4.34782","15622.5","1.38925","28997.006117798","1250000000","111158","1312437074","116710","F2Pool"
"628898","00000000000000000011a1075c91a8c84efac3981296c4924ac69e972f7f81f6","2020-05-04","2020-05-04 13:52:31","2020-05-04 12:59:30","1275467","905840","3992987","545259520","20800000","100000100000000000000000000000","bb21152f369f8906e600058072701dd29f9edc4e2ecd0b0b1f24a05feccc76c0","1366368108","387031859","15958652328578","00000000000000000000000000000000000000000f23022ca3ca81077385c5bc","03a29809041f1eb05e2f4254432e434f4d2f42697444656572fabe6d6da4225fce622b02ae665e985aa6b037fbdec73e88a3db8ad894bdd4eb7775ea280800000016ed7448010025a54eb88f0100000000","1966","973","5193","6382","852350983893","75796600","853600983893","75907800","74659557","6639.21","58550.2","5.20666","18703.3","1.66322","15740.994029823","1250000000","111158","1324659557","117797","BTC.com"
"628897","0000000000000000000ea4b8b6e7628472ab8e200f294e280a158ac4caafd50d","2020-05-04","2020-05-04 13:47:29","2020-05-04 12:46:43","1165814","942461","3993197","541065216","20400000","100000010000000000000000000000","a0914e4e4b6aba0aeaa99dbd07ea34cef86c2d684d46d3be7176f18a752f0d79","3404180120","387031859","15958652328578","00000000000000000000000000000000000000000f22f3a8eb792e33b49fdb28","03a198091b2f5669614254432f4d696e656420627920616363656c6e6574322f2cfabe6d6da09db8f8ffa5137424759b482e4cf25909252e2995231e820b250ceb20e2605c10000000000000001030086810f2ba972fd522dd445d550000","2336","1011","4543","6783","1449799753764","128926000","1451049753764","129037000","97337955","8655.92","83522","7.42732","24385","2.16847","16882.427342413","1250000000","111158","1347337955","119814","ViaBTC"
"628896","0000000000000000000d3c052425644d5869fdb138a2b62bd7eeaf92c750cb03","2020-05-04","2020-05-04 13:20:40","2020-05-04 12:42:33","1036532","985624","3993404","545259520","20800000","100000100000000000000000000000","96b091b5d00bcfc6cca2f1a9e069ac30b68dc59859c88d51a036915bdef9f1d9","4286293147","387031859","15958652328578","00000000000000000000000000000000000000000f22e5253327db5ff5b9f094","03a09809fabe6d6de08db8a9a0d2a0c5d353aaad3b582c7f41f48abb539529511985e19cb9fa0bc3010000000000000016650500368ebd5e75000000000000a8171dba022f736c7573682f","1252","232","2261","2770","787148348509","69998400","788398348509","70109500","99947161","8887.95","96459.9","8.57784","25036.9","2.22644","120242.26125454","1250000000","111158","1349947161","120046","SlushPool"
